user_id,recency,frequency,monetary,surge_exposure(%),r,f,m,s,rfm_concat,rfm_score,riders_segmentation,weighted_score,weighted_segmentation
R08274,11,22,344.46,0.4090909090909091,3,3,3,3,333,12,Regular Commuters,3.0,Average Risk Rider
R08275,6,23,371.36,0.30434782608695654,4,3,4,2,434,13,Regular Commuters,3.5,Loyal Rider
R08276,4,18,263.46,0.2777777777777778,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R08277,27,25,341.41,0.32,2,4,3,2,243,11,Regular Commuters,2.8000000000000003,Average Risk Rider
R08278,22,19,301.72,0.3157894736842105,2,2,2,2,222,8,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R08279,16,19,315.02,0.47368421052631576,2,2,3,4,223,11,Regular Commuters,2.4,Average Risk Rider
R08280,13,17,269.14,0.47058823529411764,3,1,2,4,312,10,Occasional Riders,2.3000000000000003,Average Risk Rider
R08281,18,15,244.34,0.3333333333333333,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R08282,4,14,194.10999999999999,0.35714285714285715,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R08283,29,24,371.38,0.25,1,4,4,1,144,10,Occasional Riders,2.5000000000000004,Average Risk Rider
R08284,3,18,275.76,0.3333333333333333,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R08285,25,20,282.6,0.3,2,2,2,2,222,8,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R08286,33,17,306.06,0.23529411764705882,1,1,3,1,113,6,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R08287,43,19,271.83,0.5263157894736842,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R08288,15,16,243.94,0.4375,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R08289,28,17,239.79,0.35294117647058826,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R08290,10,30,550.39,0.36666666666666664,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R08291,3,18,315.36,0.3888888888888889,4,2,3,3,423,12,Regular Commuters,3.1,Loyal Rider
R08292,2,23,298.06,0.391304347826087,4,3,2,3,432,12,Regular Commuters,3.1999999999999997,Loyal Rider
R08293,6,21,327.59000000000003,0.14285714285714285,4,3,3,1,433,11,Regular Commuters,3.2,Loyal Rider
R08294,58,17,313.65,0.5882352941176471,1,1,3,4,113,9,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R08295,13,27,470.03000000000003,0.4444444444444444,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R08296,5,33,606.83,0.2727272727272727,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R08297,12,19,275.8,0.15789473684210525,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R08298,56,14,213.21,0.35714285714285715,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R08299,11,17,261.4,0.23529411764705882,3,1,2,1,312,7,Occasional Riders,2.0000000000000004,Average Risk Rider
R08300,14,18,297.29,0.6111111111111112,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R08301,102,26,394.04,0.38461538461538464,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R08302,2,24,392.86,0.3333333333333333,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R08303,17,24,309.72,0.2916666666666667,2,4,3,2,243,11,Regular Commuters,2.8000000000000003,Average Risk Rider
R08304,43,18,265.36,0.16666666666666666,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R08305,11,26,373.62,0.3076923076923077,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R08306,69,14,207.54,0.2857142857142857,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R08307,20,20,307.45,0.4,2,2,3,3,223,10,Occasional Riders,2.3,Average Risk Rider
R08308,40,29,415.09,0.1724137931034483,1,4,4,1,144,10,Occasional Riders,2.5000000000000004,Average Risk Rider
R08309,11,22,367.36,0.3181818181818182,3,3,4,2,334,12,Regular Commuters,3.1000000000000005,Loyal Rider
R08310,29,14,220.06,0.14285714285714285,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R08311,17,22,365.81,0.22727272727272727,2,3,4,1,234,10,Occasional Riders,2.6,Average Risk Rider
R08312,8,21,295.61,0.19047619047619047,3,3,2,1,332,9,Occasional Riders,2.6,Average Risk Rider
R08313,4,19,299.3,0.2631578947368421,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R08314,20,20,297.91,0.5,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R08315,16,27,409.75,0.2962962962962963,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R08316,6,24,363.77,0.4166666666666667,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R08317,23,23,333.87,0.2608695652173913,2,3,3,1,233,9,Occasional Riders,2.4,Average Risk Rider
R08318,8,20,286.96,0.3,3,2,2,2,322,9,Occasional Riders,2.4000000000000004,Average Risk Rider
R08319,24,17,273.43,0.29411764705882354,2,1,2,2,212,7,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R08320,34,18,274.04,0.2777777777777778,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R08321,3,20,298.1,0.3,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R08322,3,26,401.79,0.3076923076923077,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R08323,9,24,398.78999999999996,0.2916666666666667,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R08324,54,18,266.9,0.2222222222222222,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R08325,10,16,290.12,0.375,3,1,2,3,312,9,Occasional Riders,2.2,Average Risk Rider
R08326,9,22,345.82,0.13636363636363635,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R08327,22,14,210.85,0.21428571428571427,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R08328,6,24,385.6,0.4583333333333333,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R08329,45,21,339.44,0.23809523809523808,1,3,3,1,133,8,Occasional Riders,2.0,Average Risk Rider
R08330,6,21,319.07,0.6190476190476191,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R08331,17,32,444.39,0.1875,2,4,4,1,244,11,Regular Commuters,2.9,Average Risk Rider
R08332,4,28,418.8,0.42857142857142855,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R08333,55,12,175.81,0.5833333333333334,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R08334,8,21,305.68,0.23809523809523808,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R08335,5,27,423.64,0.25925925925925924,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R08336,3,23,328.55,0.21739130434782608,4,3,3,1,433,11,Regular Commuters,3.2,Loyal Rider
R08337,20,19,291.71,0.21052631578947367,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R08338,39,13,182.56,0.3076923076923077,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R08339,9,26,392.99,0.4230769230769231,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R08340,42,22,333.32,0.36363636363636365,1,3,3,3,133,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R08341,36,22,348.81,0.36363636363636365,1,3,3,3,133,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R08342,9,20,274.68,0.25,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R08343,12,20,313.11,0.4,3,2,3,3,323,11,Regular Commuters,2.7,Average Risk Rider
R08344,22,17,231.29,0.17647058823529413,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R08345,10,17,259.83,0.35294117647058826,3,1,2,3,312,9,Occasional Riders,2.2,Average Risk Rider
R08346,14,21,348.31,0.47619047619047616,3,3,3,4,333,13,Regular Commuters,3.1,Loyal Rider
R08347,12,17,238.73,0.17647058823529413,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R08348,8,25,386.96999999999997,0.44,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R08349,51,14,197.6,0.42857142857142855,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R08350,3,18,294.47,0.2222222222222222,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R08351,13,24,346.34,0.3333333333333333,3,4,3,2,343,12,Regular Commuters,3.2000000000000006,Loyal Rider
R08352,52,16,214.04,0.4375,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R08353,26,17,257.76,0.4117647058823529,2,1,2,4,212,9,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R08354,23,17,264.84,0.35294117647058826,2,1,2,3,212,8,Occasional Riders,1.8,Critical Risk Rider (likely churn)
R08355,10,21,354.07,0.5714285714285714,3,3,3,4,333,13,Regular Commuters,3.1,Loyal Rider
R08356,33,18,281.27,0.3888888888888889,1,2,2,3,122,8,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R08357,11,23,397.02,0.43478260869565216,3,3,4,4,334,14,Regular Commuters,3.3000000000000003,Loyal Rider
R08358,4,15,212.81,0.4666666666666667,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R08359,8,27,371.62,0.2962962962962963,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R08360,17,24,334.99,0.25,2,4,3,1,243,10,Occasional Riders,2.7,Average Risk Rider
R08361,54,11,180.21,0.2727272727272727,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R08362,13,25,369.11,0.32,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R08363,3,16,273.4,0.4375,4,1,2,4,412,11,Regular Commuters,2.7,Average Risk Rider
R08364,2,20,312.98,0.45,4,2,3,4,423,13,Regular Commuters,3.2,Loyal Rider
R08365,24,25,393.66,0.4,2,4,4,3,244,13,Regular Commuters,3.0999999999999996,Loyal Rider
R08366,11,25,380.65,0.32,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R08367,21,19,306.37,0.21052631578947367,2,2,3,1,223,8,Occasional Riders,2.1,Average Risk Rider
R08368,33,18,242.29,0.2222222222222222,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R08369,43,15,217.91,0.26666666666666666,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R08370,18,16,233.23,0.4375,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R08371,31,20,337.48,0.6,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R08372,12,15,249.44,0.26666666666666666,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R08373,7,18,265.98,0.2222222222222222,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R08374,33,18,311.37,0.5,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R08375,31,22,309.17,0.22727272727272727,1,3,3,1,133,8,Occasional Riders,2.0,Average Risk Rider
R08376,16,16,239.77,0.4375,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R08377,25,26,473.85,0.4230769230769231,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R08378,6,21,351.88,0.38095238095238093,4,3,3,3,433,13,Regular Commuters,3.4,Loyal Rider
R08379,25,22,351.52,0.3181818181818182,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R08380,9,24,376.05,0.375,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R08381,10,13,239.17,0.38461538461538464,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R08382,6,25,406.21,0.48,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R08383,6,27,404.09,0.4444444444444444,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R08384,4,32,499.94,0.34375,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R08385,12,18,245.87,0.4444444444444444,3,2,1,4,321,10,Occasional Riders,2.4000000000000004,Average Risk Rider
R08386,15,23,375.3,0.34782608695652173,2,3,4,3,234,12,Regular Commuters,2.8,Average Risk Rider
R08387,3,22,335.59999999999997,0.36363636363636365,4,3,3,3,433,13,Regular Commuters,3.4,Loyal Rider
R08388,23,21,338.85,0.42857142857142855,2,3,3,4,233,12,Regular Commuters,2.6999999999999997,Average Risk Rider
R08389,5,18,303.33,0.4444444444444444,4,2,2,4,422,12,Regular Commuters,3.0,Average Risk Rider
R08390,42,15,246.97,0.3333333333333333,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R08391,4,20,303.05,0.4,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R08392,7,16,208.97,0.25,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R08393,33,18,239.37,0.2777777777777778,1,2,1,2,121,6,At Risk Users,1.4,Critical Risk Rider (likely churn)
R08394,25,28,427.42,0.2857142857142857,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R08395,6,22,437.53999999999996,0.6363636363636364,4,3,4,4,434,15,High‑Value Loyalists,3.6999999999999997,Loyal Rider
R08396,6,20,333.75,0.35,4,2,3,3,423,12,Regular Commuters,3.1,Loyal Rider
R08397,28,13,214.24,0.15384615384615385,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R08398,46,14,219.43,0.35714285714285715,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R08399,10,14,240.78,0.21428571428571427,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R08400,4,19,282.4,0.10526315789473684,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R08401,16,15,285.01,0.6,2,1,2,4,212,9,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R08402,16,21,292.4,0.2857142857142857,2,3,2,2,232,9,Occasional Riders,2.3000000000000003,Average Risk Rider
R08403,15,23,329.02,0.30434782608695654,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R08404,23,21,275.86,0.38095238095238093,2,3,2,3,232,10,Occasional Riders,2.4,Average Risk Rider
R08405,28,23,337.4,0.34782608695652173,1,3,3,3,133,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R08406,12,17,281.06,0.4117647058823529,3,1,2,4,312,10,Occasional Riders,2.3000000000000003,Average Risk Rider
R08407,47,17,299.66,0.4117647058823529,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R08408,7,21,296.96,0.3333333333333333,4,3,2,2,432,11,Regular Commuters,3.1,Loyal Rider
R08409,5,24,372.83,0.2916666666666667,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R08410,2,17,350.83,0.47058823529411764,4,1,3,4,413,12,Regular Commuters,2.9,Average Risk Rider
R08411,3,16,204.81,0.3125,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R08412,5,22,365.0,0.45454545454545453,4,3,4,4,434,15,High‑Value Loyalists,3.6999999999999997,Loyal Rider
R08413,46,25,380.68,0.32,1,4,4,2,144,11,Regular Commuters,2.6000000000000005,Average Risk Rider
R08414,12,26,414.45,0.15384615384615385,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R08415,31,18,267.61,0.4444444444444444,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R08416,43,20,305.5,0.2,1,2,3,1,123,7,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R08417,17,21,334.3,0.3333333333333333,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R08418,16,20,313.19,0.3,2,2,3,2,223,9,Occasional Riders,2.2,Average Risk Rider
R08419,20,16,228.93,0.1875,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R08420,4,16,232.05,0.1875,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R08421,3,21,299.43,0.23809523809523808,4,3,2,1,432,10,Occasional Riders,3.0,Average Risk Rider
R08422,3,23,314.72,0.08695652173913043,4,3,3,1,433,11,Regular Commuters,3.2,Loyal Rider
R08423,6,15,201.46,0.4,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R08424,2,22,308.2,0.13636363636363635,4,3,3,1,433,11,Regular Commuters,3.2,Loyal Rider
R08425,28,19,270.61,0.21052631578947367,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R08426,13,21,282.69,0.5238095238095238,3,3,2,4,332,12,Regular Commuters,2.9,Average Risk Rider
R08427,2,19,254.46,0.42105263157894735,4,2,1,4,421,11,Regular Commuters,2.8000000000000003,Average Risk Rider
R08428,28,20,316.44,0.4,1,2,3,3,123,9,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R08429,45,16,234.33,0.4375,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R08430,13,19,249.16,0.2631578947368421,3,2,1,1,321,7,Occasional Riders,2.1000000000000005,Average Risk Rider
R08431,12,24,389.47,0.5,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R08432,18,16,239.56,0.3125,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R08433,13,21,325.87,0.3333333333333333,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R08434,16,26,364.28000000000003,0.3076923076923077,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R08435,15,26,431.22,0.34615384615384615,2,4,4,3,244,13,Regular Commuters,3.0999999999999996,Loyal Rider
R08436,6,19,288.6,0.5263157894736842,4,2,2,4,422,12,Regular Commuters,3.0,Average Risk Rider
R08437,5,20,250.57999999999998,0.2,4,2,1,1,421,8,Occasional Riders,2.5000000000000004,Average Risk Rider
R08438,10,24,372.82,0.4166666666666667,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R08439,17,24,374.39,0.4583333333333333,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R08440,28,18,294.11,0.3888888888888889,1,2,2,3,122,8,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R08441,18,24,376.27,0.3333333333333333,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R08442,5,26,414.91,0.34615384615384615,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R08443,62,18,269.61,0.16666666666666666,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R08444,21,21,320.58,0.23809523809523808,2,3,3,1,233,9,Occasional Riders,2.4,Average Risk Rider
R08445,13,27,448.63,0.37037037037037035,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R08446,4,18,304.36,0.3888888888888889,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R08447,24,24,356.28,0.25,2,4,3,1,243,10,Occasional Riders,2.7,Average Risk Rider
R08448,13,24,406.99,0.375,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R08449,13,13,192.63,0.3076923076923077,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R08450,39,19,254.52,0.21052631578947367,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R08451,32,11,139.24,0.2727272727272727,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R08452,13,20,302.71,0.45,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R08453,15,17,216.36,0.17647058823529413,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R08454,18,24,399.75,0.4166666666666667,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R08455,30,19,276.19,0.42105263157894735,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R08456,7,23,315.39,0.43478260869565216,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R08457,4,20,310.22,0.25,4,2,3,1,423,10,Occasional Riders,2.9000000000000004,Average Risk Rider
R08458,14,18,284.38,0.2777777777777778,3,2,2,2,322,9,Occasional Riders,2.4000000000000004,Average Risk Rider
R08459,20,20,358.99,0.4,2,2,4,3,224,11,Regular Commuters,2.5,Average Risk Rider
R08460,34,20,334.47,0.4,1,2,3,3,123,9,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R08461,6,26,391.61,0.46153846153846156,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R08462,21,18,249.01,0.3333333333333333,2,2,1,2,221,7,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R08463,8,25,345.25,0.32,3,4,3,2,343,12,Regular Commuters,3.2000000000000006,Loyal Rider
R08464,18,23,339.74,0.391304347826087,2,3,3,3,233,11,Regular Commuters,2.5999999999999996,Average Risk Rider
R08465,14,15,239.46,0.4,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R08466,6,17,244.46,0.23529411764705882,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R08467,19,26,400.76,0.5,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R08468,6,13,188.57,0.3076923076923077,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R08469,46,15,200.19,0.26666666666666666,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R08470,33,16,274.32,0.3125,1,1,2,2,112,6,At Risk Users,1.3,Critical Risk Rider (likely churn)
R08471,30,22,314.05,0.4090909090909091,1,3,3,3,133,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R08472,3,19,290.92,0.3684210526315789,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R08473,32,20,319.18,0.35,1,2,3,3,123,9,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R08474,3,26,364.11,0.34615384615384615,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R08475,32,36,550.46,0.25,1,4,4,1,144,10,Occasional Riders,2.5000000000000004,Average Risk Rider
R08476,13,20,295.04,0.5,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R08477,3,16,250.38,0.3125,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R08478,23,19,312.55,0.21052631578947367,2,2,3,1,223,8,Occasional Riders,2.1,Average Risk Rider
R08479,40,19,247.71,0.2631578947368421,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R08480,59,15,188.92,0.26666666666666666,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R08481,24,16,284.1,0.4375,2,1,2,4,212,9,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R08482,23,18,241.14,0.2777777777777778,2,2,1,2,221,7,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R08483,33,19,302.44,0.21052631578947367,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R08484,20,16,275.13,0.375,2,1,2,3,212,8,Occasional Riders,1.8,Critical Risk Rider (likely churn)
R08485,29,15,191.99,0.4,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R08486,14,14,186.49,0.21428571428571427,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R08487,64,15,242.07,0.4,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R08488,12,21,371.19,0.47619047619047616,3,3,4,4,334,14,Regular Commuters,3.3000000000000003,Loyal Rider
R08489,7,22,303.39,0.3181818181818182,4,3,2,2,432,11,Regular Commuters,3.1,Loyal Rider
R08490,25,18,332.83,0.3333333333333333,2,2,3,2,223,9,Occasional Riders,2.2,Average Risk Rider
R08491,19,25,435.57,0.44,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R08492,27,21,305.69,0.2857142857142857,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R08493,57,14,248.72,0.42857142857142855,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R08494,13,11,171.51,0.2727272727272727,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R08495,19,22,332.83,0.45454545454545453,2,3,3,4,233,12,Regular Commuters,2.6999999999999997,Average Risk Rider
R08496,9,22,326.44,0.36363636363636365,3,3,3,3,333,12,Regular Commuters,3.0,Average Risk Rider
R08497,18,15,286.82,0.6,2,1,2,4,212,9,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R08498,44,18,255.6,0.2222222222222222,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R08499,21,19,286.49,0.47368421052631576,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R08500,2,19,292.43,0.3684210526315789,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R08501,8,14,176.98,0.2857142857142857,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R08502,15,21,336.71,0.38095238095238093,2,3,3,3,233,11,Regular Commuters,2.5999999999999996,Average Risk Rider
R08503,5,20,285.95,0.4,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R08504,19,15,245.92,0.3333333333333333,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R08505,22,17,247.52,0.17647058823529413,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R08506,2,22,300.8,0.22727272727272727,4,3,2,1,432,10,Occasional Riders,3.0,Average Risk Rider
R08507,2,19,328.40999999999997,0.3684210526315789,4,2,3,3,423,12,Regular Commuters,3.1,Loyal Rider
R08508,6,21,297.61,0.3333333333333333,4,3,2,2,432,11,Regular Commuters,3.1,Loyal Rider
R08509,3,14,214.18,0.2857142857142857,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R08510,43,16,223.8,0.25,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R08511,9,22,292.12,0.22727272727272727,3,3,2,1,332,9,Occasional Riders,2.6,Average Risk Rider
R08512,41,13,197.63,0.23076923076923078,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R08513,31,21,259.40999999999997,0.38095238095238093,1,3,2,3,132,9,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R08514,13,21,344.35,0.3333333333333333,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R08515,41,16,233.34,0.3125,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
